Outcome,Weekend,Age Group,Unvaccinated Rate,Vaccinated Rate,Boosted Rate,Crude Vaccinated Ratio,Crude Boosted Ratio,Age-Adjusted Unvaccinated Rate,Age-Adjusted Vaccinated Rate,Age-Adjusted Boosted Rate,Age-Adjusted Vaccinated Ratio,Age-Adjusted Boosted Ratio,Population Unvaccinated,Population Vaccinated,Population Boosted,Outcome Unvaccinated,Outcome Vaccinated,Outcome Boosted,Age Group Min,Age Group Max
Deaths,20-11-21,All,1.9,0.7,0.5,2.7,3.8,3,0.7,0.2,4.1,16.7,893891,1383374,221328,17,9,1,999,999
Cases,06-03-23,65_79,20.3,11.5,26.2,1.8,0.8,0,0,0,0,0,39483,43434,171732,8,5,45,65,79
Cases,04-09-22,30_49,118.7,62.5,225.3,1.9,0.5,0,0,0,0,0,132219,289629,326607,157,181,736,30,49
Hospitalizations,29-01-22,80+,123.8,137.9,45.1,0.9,2.7,0,0,0,0,0,27458,16677,39936,34,23,18,80,200
Hospitalizations,24-07-21,1_12,0,0,0,0,0,0,0,0,0,0,98632,61084,0,0,0,0,12,17
Hospitalizations,10-01-22,65_79,24.8,18.4,14,1.3,1.8,0,0,0,0,0,44363,43409,171376,11,8,24,65,79
Cases,10-08-22,30_49,129.6,55,75.5,2.4,1.7,0,0,0,0,0,121106,276136,346953,157,152,262,30,49
Deaths,07-08-23,80+,0,0,2.1,0,0,0,0,0,0,0,24498,11383,47130,0,0,1,80,200
Cases,26-08-23,1_12,18.9,21.9,20.2,0.9,0.9,0,0,0,0,0,31822,86575,44594,6,19,9,12,17
Hospitalizations,21-10-23,18_29,2.8,0,0.6,0,4.7,0,0,0,0,0,70650,214710,162045,2,0,1,18,29
Deaths,25-12-21,5_11,0,0,0,0,0,0,0,0,0,0,143394,37144,0,0,0,0,5,11
Deaths,02-04-23,All,0.5,0.1,0.4,5,1.2,0.8,0.1,0.3,6.7,3.1,548376,856091,1040343,3,1,4,999,999
Cases,22-01-22,80+,453.3,549.2,338.2,0.8,1.3,0,0,0,0,0,27573,17479,39032,125,96,132,80,200
Hospitalizations,01-01-22,All,105.7,49.6,20.9,2.1,5.1,143.9,55.1,12.8,2.6,11.2,797277,1104766,587380,843,548,123,999,999
Hospitalizations,18-12-21,18_29,43.3,4.2,0,10.3,0,0,0,0,0,0,143348,288118,46808,62,12,0,18,29
Deaths,20-05-23,30_49,0,0,0,0,0,0,0,0,0,0,108712,278401,347297,0,0,0,30,49
Hospitalizations,11-05-22,30_49,15.3,3.6,2.9,4.2,5.3,0,0,0,0,0,117430,276538,347053,18,10,10,30,49
Cases,25-11-23,1_12,38.2,10.4,11.2,3.7,3.4,0,0,0,0,0,31452,86469,44749,12,9,5,12,17
Cases,21-08-21,30_49,286.6,118,0,2.4,0,0,0,0,0,0,249126,508434,0,714,600,0,30,49
Deaths,02-11-23,65_79,2.5,4.6,0.6,0.5,4.2,0,0,0,0,0,40183,43393,171693,1,2,1,65,79
Hospitalizations,06-03-23,5_11,0,0,4.7,0,0,0,0,0,0,0,90556,82682,21243,0,0,1,5,11
Deaths,25-06-22,5_11,0,0,0,0,0,0,0,0,0,0,99599,91151,5230,0,0,0,5,11
Cases,22-10-22,1_12,170.8,46.6,51.7,3.7,3.3,0,0,0,0,0,34553,85923,44472,59,40,23,12,17
Cases,22-05-21,All,109.7,11.3,0,9.7,0,120.5,8.1,0,14.9,0,1335903,1010820,0,1465,114,0,999,999
Hospitalizations,06-04-22,80+,63.9,63.4,81.7,1,0.8,0,0,0,0,0,26586,12627,45272,17,8,37,80,200
Deaths,24-06-23,18_29,0,0,0,0,0,0,0,0,0,0,74402,214137,161700,0,0,0,18,29
Cases,06-03-23,1_12,6.2,6.9,9,0.9,0.7,0,0,0,0,0,32449,86581,44580,2,6,4,12,17
Cases,07-09-22,18_29,295.2,142.3,255.2,2.1,1.2,0,0,0,0,0,93482,214304,156355,276,305,399,18,29
Hospitalizations,11-05-22,80+,59.4,61.6,46.7,1,1.3,0,0,0,0,0,25236,11367,47086,15,7,22,80,200
Hospitalizations,10-07-23,18_29,0,0.9,0,0,0,0,0,0,0,0,71968,214276,161803,0,2,0,18,29
Cases,02-11-23,50_64,240.8,64.5,92.4,3.7,2.6,0,0,0,0,0,34058,125536,246859,82,81,228,50,64
Deaths,15-07-23,5_11,0,0,0,0,0,0,0,0,0,0,90116,82668,21259,0,0,0,5,11
Hospitalizations,23-09-23,0_4,3.1,0,0,0,0,0,0,0,0,0,162642,0,0,5,0,0,0,4
Deaths,17-06-23,All,0,0,0.1,0,0,0,0,0.1,0,0,533523,860344,1040706,0,0,1,999,999
Deaths,18-12-21,18_29,0,0,0,0,0,0,0,0,0,0,143348,288118,46808,0,0,0,18,29
Hospitalizations,24-09-22,All,10.6,4.6,7.3,2.3,1.5,13.9,6.1,4.9,2.3,2.8,595648,841554,1036367,63,39,76,999,999
Hospitalizations,12-11-21,50_64,141.2,13.2,0,10.7,0,0,0,0,0,0,62340,258308,92192,88,34,0,50,64
Hospitalizations,15-10-22,18_29,3.5,0.9,0.6,3.9,5.8,0,0,0,0,0,86242,211934,161484,3,2,1,18,29
Cases,24-12-22,80+,112.7,351.8,303.5,0.3,0.4,0,0,0,0,0,24842,11369,47114,28,40,143,80,200
Deaths,22-01-22,18_29,0.9,0,0,0,0,0,0,0,0,0,116024,239720,103823,1,0,0,18,29
Hospitalizations,12-10-22,80+,72.2,87.9,82.8,0.8,0.9,0,0,0,0,0,24925,11373,47104,18,10,39,80,200
Hospitalizations,11-11-23,18_29,4.4,1.4,0.6,3.1,7.3,0,0,0,0,0,68798,215294,162511,3,3,1,18,29
Cases,25-02-23,50_64,274.7,78,94.8,3.5,2.9,0,0,0,0,0,33861,125587,246869,93,98,234,50,64
Deaths,18-09-21,65_79,12.5,0.5,0,25,0,0,0,0,0,0,63900,193739,0,8,1,0,65,79
Hospitalizations,05-01-21,65_79,55.3,5.2,0,10.6,0,0,0,0,0,0,86807,152729,0,48,8,0,65,79
Deaths,28-10-23,18_29,0,0,0,0,0,0,0,0,0,0,70076,214953,162196,0,0,0,18,29
Hospitalizations,11-04-23,65_79,18.5,13.6,12.2,1.4,1.5,0,0,0,0,0,37857,44044,172280,7,6,21,65,79
Hospitalizations,19-02-22,5_11,0,1.3,0,0,0,0,0,0,0,0,107897,74396,0,0,1,0,5,11
Deaths,25-02-23,5_11,0,0,0,0,0,0,0,0,0,0,91529,82191,21200,0,0,0,5,11
Deaths,21-08-21,1_12,1.2,0,0,0,0,0,0,0,0,0,81744,72763,0,1,0,0,12,17
Deaths,28-10-23,1_12,0,0,0,0,0,0,0,0,0,0,31598,86545,44641,0,0,0,12,17
Deaths,09-02-23,All,0,0,0.1,0,0,0,0,0.1,0,0,527182,860288,1040815,0,0,1,999,999
Hospitalizations,05-07-22,80+,22.4,60.5,40.6,0.4,0.6,0,0,0,0,0,26811,13219,44353,6,8,18,80,200
Deaths,29-04-23,1_12,0,0,0,0,0,0,0,0,0,0,32734,86571,44574,0,0,0,12,17
Hospitalizations,27-05-23,80+,4.1,0,14.9,0,0.3,0,0,0,0,0,24542,11384,47129,1,0,7,80,200
Cases,31-12-22,50_64,332.6,101.3,128.4,3.3,2.6,0,0,0,0,0,34879,125419,246812,116,127,317,50,64
Deaths,17-09-22,30_49,0,0,0,0,0,0,0,0,0,0,123875,275892,346825,0,0,0,30,49
Cases,17-06-23,50_64,18.3,5.6,13,3.3,1.4,0,0,0,0,0,32757,125738,246922,6,7,32,50,64
Hospitalizations,04-09-22,65_79,10.4,9.8,5,1.1,2.1,0,0,0,0,0,48264,51105,159712,5,5,8,65,79
Hospitalizations,13-11-21,65_79,40.1,13.7,1.8,2.9,22.3,0,0,0,0,0,57295,146087,56482,23,20,1,65,79
Deaths,27-05-23,5_11,0,0,0,0,0,0,0,0,0,0,90605,82681,21243,0,0,0,5,11
Deaths,17-09-22,50_64,2.5,0,0,0,0,0,0,0,0,0,39763,125132,246490,1,0,0,50,64
Deaths,24-07-21,30_49,0.4,0,0,0,0,0,0,0,0,0,272185,492321,0,1,0,0,30,49
Deaths,13-08-22,18_29,0,0,0,0,0,0,0,0,0,0,91761,212510,159319,0,0,0,18,29
Cases,09-03-22,50_64,335.4,123.4,155.8,2.7,2.2,0,0,0,0,0,40251,125600,245831,135,155,383,50,64
Deaths,05-07-22,30_49,0,0,0,0,0,0,0,0,0,0,130589,286382,331646,0,0,0,30,49
Hospitalizations,08-12-23,1_12,0,2.3,0,0,0,0,0,0,0,0,31954,86577,44592,0,2,0,12,17
Deaths,14-01-23,80+,16.1,17.6,10.6,0.9,1.5,0,0,0,0,0,24777,11372,47117,4,2,5,80,200
Deaths,09-10-22,50_64,0,0,0.4,0,0,0,0,0,0,0,40087,125285,246259,0,0,1,50,64
Hospitalizations,17-06-23,65_79,5.1,2.3,3.5,2.2,1.5,0,0,0,0,0,39420,43432,171735,2,1,6,65,79
Hospitalizations,25-06-22,80+,60.4,73.3,59,0.8,1,0,0,0,0,0,26485,12274,45782,16,9,27,80,200
Cases,27-05-23,5_11,33.1,18.1,9.4,1.8,3.5,0,0,0,0,0,90605,82681,21243,30,15,2,5,11
Hospitalizations,19-08-23,30_49,4.7,0.4,1.4,11.8,3.4,0,0,0,0,0,107178,278399,347317,5,1,5,30,49
Hospitalizations,29-07-23,50_64,9.2,0,2.4,0,3.8,0,0,0,0,0,32542,125729,246933,3,0,6,50,64
Cases,30-07-22,30_49,361.8,177.2,244.9,2,1.5,0,0,0,0,0,126589,278749,342597,458,494,839,30,49
Deaths,07-01-23,80+,0,0,0,0,0,0,0,0,0,0,24502,11383,47130,0,0,0,80,200
Deaths,11-05-22,5_11,0,0,0,0,0,0,0,0,0,0,93672,80665,21005,0,0,0,5,11
Cases,04-02-22,50_64,108.5,36.7,68.7,3,1.6,0,0,0,0,0,45178,138856,227154,49,51,156,50,64
Cases,30-04-22,65_79,155.1,108.7,133.3,1.4,1.2,0,0,0,0,0,47714,49691,162052,74,54,216,65,79
Hospitalizations,28-10-23,0_4,2.5,0,0,0,0,0,0,0,0,0,162642,0,0,4,0,0,0,4
Deaths,08-05-23,50_64,0,0,0,0,0,0,0,0,0,0,32496,125728,246934,0,0,0,50,64
Hospitalizations,01-08-22,All,107.4,55.2,28.7,1.9,3.7,149.1,64.1,17.2,2.3,8.7,771844,1058475,641998,829,584,184,999,999
Hospitalizations,13-08-22,30_49,10.3,5.8,4.4,1.8,2.3,0,0,0,0,0,125984,277655,344132,13,16,15,30,49
Deaths,04-03-21,30_49,0.8,0,0,0,0,0,0,0,0,0,506745,105885,0,4,0,0,30,49
Hospitalizations,06-11-22,All,8,7,7.5,1.1,1.1,10.1,9.7,5.4,1,1.9,640279,874417,979825,51,61,73,999,999
Hospitalizations,28-01-23,65_79,44.6,23.1,19.2,1.9,2.3,0,0,0,0,0,40317,43381,171689,18,10,33,65,79
Cases,12-11-21,30_49,669.8,258.5,87.1,2.6,7.7,0,0,0,0,0,181110,452975,121631,1213,1171,106,30,49
Cases,03-12-22,1_12,61.7,21.9,52.2,2.8,1.2,0,0,0,0,0,38897,95971,28723,24,21,15,12,17
Deaths,09-03-22,30_49,0,0,0.3,0,0,0,0,0,0,0,125170,276368,345994,0,0,1,30,49
Deaths,06-12-21,18_29,0,0,0,0,0,0,0,0,0,0,236542,236566,0,0,0,0,18,29
Deaths,11-05-22,50_64,0,0,0,0,0,0,0,0,0,0,36895,125268,246677,0,0,0,50,64
Hospitalizations,09-04-21,18_29,14.8,0.3,0,49.3,0,0,0,0,0,0,188921,294893,0,28,1,0,18,29
Cases,20-08-22,18_29,243.9,84.4,144.5,2.9,1.7,0,0,0,0,0,91431,212198,159858,223,179,231,18,29
Hospitalizations,18-11-23,65_79,16,18.1,18,0.9,0.9,0,0,0,0,0,37394,44197,172519,6,8,31,65,79
Cases,29-07-23,30_49,23.3,18.3,19.3,1.3,1.2,0,0,0,0,0,107515,278402,347313,25,51,67,30,49
Hospitalizations,11-06-21,All,12.1,4,5,3,2.4,17.6,3.4,2.2,5.2,7.9,953486,1465628,120427,115,59,6,999,999
Cases,11-12-22,30_49,171.5,75.2,106.6,2.3,1.6,0,0,0,0,0,116651,276645,347072,200,208,370,30,49
Deaths,24-06-23,80+,0,0,4.2,0,0,0,0,0,0,0,24509,11383,47130,0,0,2,80,200
Cases,17-07-21,All,47,18.3,0,2.6,0,52,14.9,0,3.5,0,1181533,1367281,0,555,250,0,999,999
Deaths,07-02-22,65_79,0,2.2,1.8,0,0,0,0,0,0,0,46481,46183,167465,0,1,3,65,79
Deaths,15-04-23,65_79,0,0,1.7,0,0,0,0,0,0,0,39800,43431,171719,0,0,3,65,79
Hospitalizations,31-12-22,80+,72.5,132,82.8,0.5,0.9,0,0,0,0,0,24824,11367,47117,18,15,39,80,200
Hospitalizations,07-03-21,18_29,0.9,0.4,0,2.2,0,0,0,0,0,0,224760,262359,0,2,1,0,18,29
Deaths,01-07-23,5_11,0,0,0,0,0,0,0,0,0,0,92294,81623,21161,0,0,0,5,11
Cases,25-11-23,All,69.5,28.7,50.6,2.4,1.4,78.4,30.8,39,2.5,2,505372,862658,1048252,351,248,530,999,999
Deaths,09-09-23,5_11,0,0,0,0,0,0,0,0,0,0,89422,82670,21265,0,0,0,5,11
Cases,21-01-23,5_11,146.7,148,179.5,1,0.8,0,0,0,0,0,92044,81778,21171,135,121,38,5,11
Deaths,10-09-21,50_64,10.3,0.3,0,34.3,0,0,0,0,0,0,77460,331279,0,8,1,0,50,64
Hospitalizations,23-07-22,5_11,0,1.1,0,0,0,0,0,0,0,0,98178,87751,9749,0,1,0,5,11
Hospitalizations,29-05-21,1_12,1.6,0,0,0,0,0,0,0,0,0,128173,8885,0,2,0,0,12,17
Cases,08-12-23,18_29,51.6,13.5,24.1,3.8,2.1,0,0,0,0,0,73575,214133,161715,38,29,39,18,29
Deaths,02-12-22,30_49,3.6,0.7,0.3,5.1,12,0,0,0,0,0,139578,302103,296569,5,2,1,30,49
Deaths,29-04-23,80+,0,0,2.1,0,0,0,0,0,0,0,24593,11384,47127,0,0,1,80,200
Deaths,09-11-21,1_12,0,0,0,0,0,0,0,0,0,0,73661,83778,0,0,0,0,12,17
Deaths,18-03-23,30_49,0,0,0,0,0,0,0,0,0,0,110250,278001,347269,0,0,0,30,49
Hospitalizations,27-05-23,30_49,0.9,0.7,0.6,1.3,1.5,0,0,0,0,0,108550,278401,347299,1,2,2,30,49
Hospitalizations,27-08-22,All,15,7.9,10.7,1.9,1.4,18.6,12.2,7.4,1.5,2.5,606382,844687,1026640,91,67,110,999,999
Deaths,30-10-21,18_29,0,0,0,0,0,0,0,0,0,0,165307,313568,7958,0,0,0,18,29
Deaths,17-06-23,5_11,0,0,0,0,0,0,0,0,0,0,90426,82681,21245,0,0,0,5,11
Hospitalizations,24-04-21,1_12,2.9,0,0,0,0,0,0,0,0,0,170936,0,0,5,0,0,12,17
Deaths,11-11-23,30_49,0,0,0,0,0,0,0,0,0,0,100910,279296,348677,0,0,0,30,49
Deaths,14-05-22,5_11,0,0,0,0,0,0,0,0,0,0,101446,94072,0,0,0,0,5,11
Hospitalizations,23-04-22,50_64,11.3,2.2,3.9,5.1,2.9,0,0,0,0,0,44338,136052,231012,5,3,9,50,64
Hospitalizations,02-12-22,80+,44,83.9,36.3,0.5,1.2,0,0,0,0,0,27303,15497,41310,12,13,15,80,200
Deaths,18-06-22,All,0,0.2,0.2,0,0,0,0.2,0.1,0,0,638877,871208,984294,0,2,2,999,999
Deaths,13-08-22,50_64,2.5,0.8,0,3.1,0,0,0,0,0,0,40677,126700,244360,1,1,0,50,64
Deaths,11-12-22,18_29,0,0,0,0,0,0,0,0,0,0,82776,212328,161549,0,0,0,18,29
Cases,22-04-23,18_29,59.5,13.5,20.4,4.4,2.9,0,0,0,0,0,75636,214023,161683,45,29,33,18,29
Deaths,04-08-23,50_64,0,0,0.4,0,0,0,0,0,0,0,33404,125694,246895,0,0,1,50,64
Hospitalizations,01-08-22,5_11,4.5,4.3,0,1,0,0,0,0,0,0,132228,46476,0,6,2,0,5,11
Hospitalizations,13-08-22,80+,38.1,94.3,55.7,0.4,0.7,0,0,0,0,0,26264,11664,46650,10,11,26,80,200
Deaths,09-03-22,18_29,0,0,0,0,0,0,0,0,0,0,90904,211667,160838,0,0,0,18,29
Deaths,14-10-23,80+,0,8.8,0,0,0,0,0,0,0,0,24292,11411,47164,0,1,0,80,200
Hospitalizations,17-04-21,All,19.5,4.2,0,4.6,0,24.7,2.3,0,10.8,0,1616421,475163,0,316,20,0,999,999
Deaths,10-07-23,80+,16.4,8.8,4.2,1.9,3.9,0,0,0,0,0,24344,11392,47144,4,1,2,80,200
Deaths,04-02-22,5_11,0,0,0,0,0,0,0,0,0,0,103457,90969,0,0,0,0,5,11
Deaths,27-05-23,1_12,0,0,0,0,0,0,0,0,0,0,32492,86582,44579,0,0,0,12,17
Cases,01-07-23,1_12,65.5,22,40.4,3,1.6,0,0,0,0,0,33600,86240,44537,22,19,18,12,17
Deaths,24-07-21,18_29,0,0,0,0,0,0,0,0,0,0,215115,275913,0,0,0,0,18,29
Deaths,28-10-23,30_49,0,0,0.3,0,0,0,0,0,0,0,102493,279053,348149,0,0,1,30,49
Hospitalizations,12-10-22,18_29,12.4,3.8,4.3,3.3,2.9,0,0,0,0,0,80480,212671,161589,10,8,7,18,29
Cases,17-06-23,30_49,12.9,6.8,8.9,1.9,1.4,0,0,0,0,0,108176,278399,347307,14,19,31,30,49
Deaths,09-04-21,50_64,3.5,0.6,0,5.8,0,0,0,0,0,0,86807,323733,0,3,2,0,50,64
Cases,04-01-23,30_49,95.5,35.2,54.7,2.7,1.7,0,0,0,0,0,109912,278121,347279,105,98,190,30,49
Deaths,04-02-22,1_12,0,0,0,0,0,0,0,0,0,0,38227,95562,31203,0,0,0,12,17
Hospitalizations,23-09-23,5_11,1.1,1.2,0,0.9,0,0,0,0,0,0,89403,82669,21266,1,1,0,5,11
Cases,28-08-21,1_12,242.9,31.6,0,7.7,0,0,0,0,0,0,77824,75875,0,189,24,0,12,17
Hospitalizations,28-05-22,1_12,5.4,0,0,0,0,0,0,0,0,0,37034,93497,34850,2,0,0,12,17
Cases,31-12-22,5_11,33.5,35.6,28.4,0.9,1.2,0,0,0,0,0,92435,81534,21158,31,29,6,5,11
Deaths,16-04-22,30_49,0,0,0,0,0,0,0,0,0,0,131729,288694,328103,0,0,0,30,49
Deaths,29-01-22,65_79,38,24,6.2,1.6,6.1,0,0,0,0,0,50056,62587,145762,19,15,9,65,79
Deaths,06-04-22,65_79,2.1,0,0,0,0,0,0,0,0,0,46947,47490,165480,1,0,0,65,79
Hospitalizations,15-01-22,30_49,60.1,17.6,12.9,3.4,4.7,0,0,0,0,0,154759,346990,239415,93,61,31,30,49
Deaths,20-08-22,50_64,0,0,0.4,0,0,0,0,0,0,0,40519,126270,244938,0,0,1,50,64
Hospitalizations,30-04-22,5_11,2,0,0,0,0,0,0,0,0,0,102021,93311,0,2,0,0,5,11
Hospitalizations,30-10-21,30_49,12.3,0.8,0,15.4,0,0,0,0,0,0,203492,531626,24199,25,4,0,30,49
Cases,15-01-22,18_29,1268.1,731.4,755.3,1.7,1.7,0,0,0,0,0,121679,248007,93335,1543,1814,705,18,29
Hospitalizations,18-02-23,30_49,7.2,2.5,1.4,2.9,5.1,0,0,0,0,0,110993,277757,347252,8,7,5,30,49
Hospitalizations,07-10-21,18_29,2.3,0.4,0,5.8,0,0,0,0,0,0,221917,267760,0,5,1,0,18,29
Hospitalizations,07-01-23,18_29,0,0,0,0,0,0,0,0,0,0,74266,214137,161703,0,0,0,18,29
Cases,18-12-21,50_64,1199.7,436.5,238.8,2.7,5,0,0,0,0,0,60515,241221,110556,726,1053,264,50,64
Hospitalizations,19-08-23,0_4,2.5,0,0,0,0,0,0,0,0,0,162642,0,0,4,0,0,0,4
Hospitalizations,06-05-21,65_79,22.2,1.7,0,13.1,0,0,0,0,0,0,76606,179075,0,17,3,0,65,79
Cases,19-08-23,All,51.3,22,42,2.3,1.2,58.3,22.8,33.3,2.6,1.7,528293,860304,1040794,271,189,437,999,999
Cases,12-02-23,5_11,22.7,15.9,13.2,1.4,1.7,0,0,0,0,0,88222,81685,22651,20,13,3,5,11
Hospitalizations,15-10-22,80+,42.9,96.7,31.9,0.4,1.3,0,0,0,0,0,25625,11373,47058,11,11,15,80,200
Hospitalizations,06-03-23,18_29,0,0,0.6,0,0,0,0,0,0,0,74734,214134,161695,0,0,1,18,29
Hospitalizations,26-06-21,1_12,0,0,0,0,0,0,0,0,0,0,111069,39779,0,0,0,0,12,17
Deaths,18-06-22,30_49,0,0.4,0,0,0,0,0,0,0,0,128401,281885,338011,0,1,0,30,49
Cases,09-02-23,80+,49.1,167,123.1,0.3,0.4,0,0,0,0,0,24460,11380,47133,12,19,58,80,200
Cases,17-06-23,65_79,22.8,11.5,15.1,2,1.5,0,0,0,0,0,39420,43432,171735,9,5,26,65,79
Cases,17-12-22,18_29,262.6,82.2,103.3,3.2,2.5,0,0,0,0,0,79968,212771,161600,210,175,167,18,29
Cases,12-03-22,65_79,270.9,209.9,203.9,1.3,1.3,0,0,0,0,0,41351,43349,171626,112,91,350,65,79
Deaths,01-07-23,50_64,5.8,0,0,0,0,0,0,0,0,0,34669,125434,246821,2,0,0,50,64
Deaths,11-04-23,80+,0,0,2.1,0,0,0,0,0,0,0,24080,11553,47261,0,0,1,80,200
Hospitalizations,19-08-23,18_29,5.4,0.5,0,10.8,0,0,0,0,0,0,73481,214133,161716,4,1,0,18,29
Cases,12-10-22,0_4,105.8,13.5,0,7.8,0,0,0,0,0,0,162642,0,0,172,22,0,0,4
Hospitalizations,10-09-21,All,10.6,2.8,0,3.8,0,15.4,2.2,0,7,0,998664,1519169,0,106,42,0,999,999
Deaths,12-03-22,50_64,0,0.8,0,0,0,0,0,0,0,0,35761,125353,246742,0,1,0,50,64
Cases,27-08-22,30_49,240,116,169.6,2.1,1.4,0,0,0,0,0,125403,276779,345420,301,321,586,30,49
Deaths,22-10-22,18_29,0,0,0,0,0,0,0,0,0,0,85278,212032,161513,0,0,0,18,29
Hospitalizations,29-05-21,30_49,12.1,0.3,0,40.3,0,0,0,0,0,0,314424,398788,0,38,1,0,30,49
Deaths,23-07-22,80+,3.8,41.9,6.5,0.1,0.6,0,0,0,0,0,26357,11946,46252,1,5,3,80,200
Cases,02-04-23,65_79,79.5,94.5,96.7,0.8,0.8,0,0,0,0,0,40248,43385,171692,32,41,166,65,79
Deaths,19-11-22,1_12,0,0,0,0,0,0,0,0,0,0,34157,86027,44509,0,0,0,12,17
Cases,03-04-23,1_12,126.8,59,71.8,2.1,1.8,0,0,0,0,0,33129,86403,44558,42,51,32,12,17
Hospitalizations,01-07-23,18_29,11.4,1.4,0.6,8.1,19,0,0,0,0,0,78851,212977,161629,9,3,1,18,29
Cases,29-04-23,1_12,42.8,17.3,13.5,2.5,3.2,0,0,0,0,0,32734,86571,44574,14,15,6,12,17
Hospitalizations,19-06-21,18_29,1.7,0.8,0,2.1,0,0,0,0,0,0,232120,245040,0,4,2,0,18,29
Deaths,08-05-23,5_11,0,0,0,0,0,0,0,0,0,0,89877,82672,21260,0,0,0,5,11
Deaths,23-04-22,All,0,0.1,0.1,0,0,0,0.2,0.1,0,0,652046,893938,947960,0,1,1,999,999
Deaths,16-07-22,5_11,0,0,0,0,0,0,0,0,0,0,98597,88329,8887,0,0,0,5,11
Cases,17-04-21,18_29,296.7,15.4,0,19.3,0,0,0,0,0,0,327658,65029,0,972,10,0,18,29
Cases,08-07-21,All,155.8,72.8,0,2.1,0,172,59.1,0,2.9,0,1127960,1412725,0,1757,1029,0,999,999
Deaths,07-03-21,18_29,0,0,0,0,0,0,0,0,0,0,224760,262359,0,0,0,0,18,29
Deaths,07-02-22,All,0.3,0.3,0.4,1,0.8,0.5,0.6,0.2,0.8,2,631303,865202,992967,2,3,4,999,999
Cases,09-10-22,30_49,198.9,80.8,133.6,2.5,1.5,0,0,0,0,0,124669,276027,346520,248,223,463,30,49
Hospitalizations,25-02-23,5_11,1.1,1.2,0,0.9,0,0,0,0,0,0,91529,82191,21200,1,1,0,5,11
Hospitalizations,25-06-22,30_49,9.4,4.3,3.8,2.2,2.5,0,0,0,0,0,128154,281330,338834,12,12,13,30,49
Deaths,29-10-22,80+,0,35.2,2.1,0,0,0,0,0,0,0,25326,11370,47077,0,4,1,80,200
Hospitalizations,07-01-23,80+,4.1,17.6,8.5,0.2,0.5,0,0,0,0,0,24502,11383,47130,1,2,4,80,200
Cases,06-11-22,30_49,329.5,174.9,339.2,1.9,1,0,0,0,0,0,128697,282377,337248,424,494,1144,30,49
Cases,24-07-21,65_79,41.2,17.8,0,2.3,0,0,0,0,0,0,70306,191132,0,29,34,0,65,79
Cases,29-10-22,All,144.9,79,116.4,1.8,1.2,179.1,82.9,103.9,2.2,1.7,576831,846073,1039237,836,668,1210,999,999
Hospitalizations,17-12-22,All,17.5,7.5,14.2,2.3,1.2,21.2,12,9.8,1.8,2.2,558425,852606,1039974,98,64,148,999,999
Cases,04-09-22,65_79,55.9,50.9,72,1.1,0.8,0,0,0,0,0,48264,51105,159712,27,26,115,65,79
Hospitalizations,29-05-21,50_64,35.8,1.2,0,29.8,0,0,0,0,0,0,125545,255939,0,45,3,0,50,64
Cases,11-05-22,18_29,190.2,64.6,94.7,2.9,2,0,0,0,0,0,83590,212234,161534,159,137,153,18,29
Cases,01-08-22,65_79,1705.5,1411,727.6,1.2,2.3,0,0,0,0,0,51599,73634,133598,880,1039,972,65,79
Cases,12-04-21,65_79,307.5,182.8,31,1.7,9.9,0,0,0,0,0,54957,111079,93634,169,203,29,65,79
Cases,11-06-21,18_29,187.4,66.9,39.1,2.8,4.8,0,0,0,0,0,162718,313731,10229,305,210,4,18,29
Deaths,09-02-23,30_49,0,0,0,0,0,0,0,0,0,0,106946,278397,347321,0,0,0,30,49
Deaths,02-11-23,All,0.5,0.5,0.2,1,2.5,0.5,1,0.1,0.5,4.3,547298,856543,1040368,3,4,2,999,999
Deaths,19-06-21,30_49,1.7,0,0,0,0,0,0,0,0,0,294504,450450,0,5,0,0,30,49
Cases,12-02-23,1_12,76.3,24.3,24.6,3.1,3.1,0,0,0,0,0,31447,86443,44784,24,21,11,12,17
Cases,22-10-22,18_29,150.1,46.7,82.3,3.2,1.8,0,0,0,0,0,85278,212032,161513,128,99,133,18,29
Hospitalizations,19-02-22,80+,22,59.3,21.6,0.4,1,0,0,0,0,0,27250,15168,41699,6,9,9,80,200
Hospitalizations,21-01-23,5_11,0,1.2,0,0,0,0,0,0,0,0,92044,81778,21171,0,1,0,5,11
Cases,14-10-23,80+,53.5,61.3,63.6,0.9,0.8,0,0,0,0,0,24292,11411,47164,13,7,30,80,200
Cases,26-02-22,5_11,57.2,85.4,0,0.7,0,0,0,0,0,0,106580,79595,0,61,68,0,5,11
Cases,12-03-22,30_49,277.7,123.5,142.3,2.2,2,0,0,0,0,0,114875,276921,347113,319,342,494,30,49
Cases,10-02-21,18_29,190.8,62.7,0,3,0,0,0,0,0,0,175617,307962,0,335,193,0,18,29
Deaths,13-05-23,1_12,0,0,0,0,0,0,0,0,0,0,32614,86583,44576,0,0,0,12,17
Cases,05-06-23,18_29,59.7,13.1,17.3,4.6,3.5,0,0,0,0,0,75322,214130,161688,45,28,28,18,29
Hospitalizations,25-11-23,All,7.3,3.5,7.5,2.1,1,7.4,5.9,5,1.3,1.5,505372,862658,1048252,37,30,79,999,999
Cases,06-12-21,30_49,33.6,4.8,0,7,0,0,0,0,0,0,300339,438852,0,101,21,0,30,49
Cases,27-08-22,All,195.9,109.2,165.5,1.8,1.2,226.7,107.1,144.4,2.1,1.6,606382,844687,1026640,1188,922,1699,999,999
